director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,NumberedGenre,NumberedRating,SimpleScore
James Manera,12.0,99.0,0.0,578.0,830210.0,Sci-Fi,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,1900,3382,56.0,English,USA,PG-13,5000000.0,2014.0,4.4,0,6,1,2
Wes Anderson,83.0,91.0,0.0,387.0,1040879.0,Comedy,Andrew Wilson,Bottle Rocket ,54478,648,184.0,English,USA,R,7000000.0,1996.0,7.1,0,12,4,3
Kevin Spacey,37.0,97.0,18000.0,10000.0,326308.0,Thriller,Viggo Mortensen,Albino Alligator ,6632,13718,69.0,English,USA,R,5000000.0,1996.0,6.1,225,14,4,3
Errol Morris,121.0,118.0,239.0,6.0,228830.0,Crime,Jeffrey Frost,Standard Operating Procedure ,3329,6,22.0,English,USA,R,39752620.43638761,2008.0,7.5,489,16,4,4
Nicholas Fackler,27.0,90.0,6.0,3000.0,124720.0,Drama,Adam Scott,"Lovely, Still ",1560,4987,15.0,English,USA,PG,5000000.0,2008.0,7.3,777,9,3,3
Morgan J. Freeman,31.0,90.0,204.0,1000.0,99147.0,Drama,Ethan Suplee,Desert Blue ,1884,3207,28.0,English,USA,R,2000000.0,1998.0,6.2,69,9,4,3
M. Night Shyamalan,371.0,94.0,0.0,432.0,65069140.0,Thriller,Ocean James,The Visit ,65299,1010,455.0,English,USA,PG-13,5000000.0,2015.0,6.2,27000,14,1,3
Brian De Palma,133.0,90.0,0.0,343.0,65087.0,Crime,Mike Figueroa,Redacted ,8824,408,108.0,English,USA,R,5000000.0,2007.0,6.2,559,16,4,3
Oren Peli,56.0,91.0,110.0,46.0,48468407.52680933,Horror,Glenn Campbell,Area 51 ,7888,117,55.0,English,USA,R,5000000.0,2015.0,4.2,0,11,4,2
Stephen Herek,19.0,87.0,65.0,866.0,48468407.52680933,Drama,Henry Ian Cusick,Dead Like Me: Life After Death ,10734,3724,80.0,English,USA,R,5000000.0,2009.0,6.1,887,9,4,3
Bob Saget,19.0,80.0,799.0,3000.0,48468407.52680933,Comedy,Alyson Hannigan,Farce of the Penguins ,4322,10727,47.0,English,USA,R,39752620.43638761,2006.0,4.2,419,12,4,2
Jim Amatulli,140.1942719807731,90.0,0.0,695.0,48468407.52680933,Music,Heather Locklear,Flying By ,215,3217,2.0,English,USA,PG-13,39752620.43638761,2009.0,4.5,38,5,1,2
William H. Macy,44.0,105.0,0.0,745.0,37440.0,Drama,Billy Crudup,Rudderless ,12672,1986,60.0,English,USA,R,5000000.0,2014.0,7.5,0,9,4,4
Barrett Esposito,3.0,67.0,0.0,979.0,48468407.52680933,Family,Chazz Palminteri,Henry & Me ,83,2509,1.0,English,USA,PG,10000000.0,2014.0,6.7,165,4,3,3
Mitch Davis,6.0,95.0,7.0,989.0,48468407.52680933,Comedy,Gary Cole,Christmas Eve ,1091,3514,15.0,English,USA,PG,39752620.43638761,2015.0,5.1,0,12,3,3
Peter Hyams,64.0,130.0,0.0,1000.0,48468407.52680933,Action,David Huddleston,Capricorn One ,15988,5191,153.0,English,USA,PG,5000000.0,1977.0,6.8,2000,10,3,3
Kevin Smith,35.0,88.0,0.0,40000.0,48468407.52680933,Horror,Johnny Depp,Yoga Hosers ,849,46115,4.0,English,USA,PG-13,5000000.0,2016.0,4.8,0,11,1,2
Billy Bob Thornton,104.0,148.0,0.0,3000.0,24475416.0,Drama,Robert Duvall,Sling Blade ,72443,3967,309.0,English,USA,R,890000.0,1996.0,8.0,0,9,4,4
Eli Roth,303.0,93.0,0.0,1000.0,47277326.0,Horror,Jay Hernandez,Hostel ,138814,2990,1516.0,English,USA,R,4800000.0,2005.0,5.9,0,11,4,3
Jeff Nichols,359.0,121.0,337.0,982.0,1729969.0,Thriller,Katy Mixon,Take Shelter ,68211,1520,219.0,English,USA,R,5000000.0,2011.0,7.4,14000,14,4,3
Frank LaLoggia,130.0,118.0,7.0,968.0,1705139.0,Horror,Alex Rocco,Lady in White ,4695,2545,69.0,English,USA,R,4700000.0,1988.0,6.7,0,11,4,3
Tobe Hooper,159.0,101.0,365.0,237.0,8025872.0,Horror,Bill Johnson,The Texas Chainsaw Massacre 2 ,19234,302,258.0,English,USA,X,4700000.0,1986.0,5.5,0,11,5,3
Sam Peckinpah,54.0,106.0,541.0,773.0,48468407.52680933,Drama,James Coburn,Pat Garrett & Billy the Kid ,13467,2409,106.0,English,USA,R,4638783.0,1973.0,7.4,0,9,4,3
Gabriela Tagliavini,4.0,87.0,20.0,571.0,48468407.52680933,Comedy,Maria Conchita Alonso,Without Men ,1427,2006,12.0,English,USA,R,4700000.0,2011.0,3.2,491,12,4,2
Hugh Wilson,45.0,96.0,37.0,801.0,81200000.0,Comedy,Steve Guttenberg,Police Academy ,87739,3113,133.0,English,USA,R,4500000.0,1984.0,6.7,0,12,4,3
Randal Kleiser,36.0,104.0,116.0,1000.0,48468407.52680933,Romance,Brooke Shields,The Blue Lagoon ,50125,1662,140.0,English,USA,R,4500000.0,1980.0,5.7,0,3,4,3
Amy Heckerling,118.0,90.0,143.0,1000.0,48468407.52680933,Comedy,Jennifer Jason Leigh,Fast Times at Ridgemont High ,71217,5002,228.0,English,USA,X,4500000.0,1982.0,7.2,0,12,5,3
Spike Lee,202.0,108.0,0.0,22000.0,13060843.0,Drama,Philip Seymour Hoffman,25th Hour ,149528,26050,454.0,English,USA,R,15000000.0,2002.0,7.7,0,9,4,4
Lana Wachowski,120.0,109.0,0.0,3000.0,3798532.0,Romance,Christopher Meloni,Bound ,41138,3668,208.0,English,USA,R,4500000.0,1996.0,7.4,2000,3,4,3
Darren Aronofsky,234.0,102.0,0.0,1000.0,3609278.0,Drama,Ellen Burstyn,Requiem for a Dream ,573541,2235,1916.0,English,USA,R,4500000.0,2000.0,8.4,38000,9,4,4
Andrew Erwin,49.0,98.0,10.0,589.0,10429707.0,Comedy,Alex Kendrick,Moms' Night Out ,10483,2705,125.0,English,USA,PG,5000000.0,2014.0,5.4,0,12,3,3
Richard Kelly,283.0,133.0,219.0,15000.0,727883.0,Sci-Fi,Jake Gyllenhaal,Donnie Darko ,580999,17040,2110.0,English,USA,R,4500000.0,2001.0,8.1,33000,6,4,4
Jonas Åkerlund,92.0,106.0,68.0,835.0,410241.0,Crime,Patrick Fugit,Spun ,32357,2110,199.0,English,USA,R,2000000.0,2002.0,6.8,3000,16,4,3
Todd Solondz,159.0,98.0,377.0,1000.0,278821.0,Drama,Rich Pecci,Life During Wartime ,5465,5041,37.0,English,USA,R,39752620.43638761,2009.0,6.5,0,9,4,3
Agnieszka Wojtowicz-Vosloo,138.0,104.0,0.0,14000.0,108229.0,Mystery,Liam Neeson,After.Life ,30836,15860,137.0,English,USA,R,4500000.0,2009.0,5.9,7000,0,4,3
Milos Forman,149.0,133.0,869.0,888.0,112000000.0,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest ,680041,2176,760.0,English,USA,R,4400000.0,1975.0,8.7,32000,9,4,4
Peter DeLuise,5.0,85.0,358.0,19000.0,48468407.52680933,Comedy,Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls ,917,20397,4.0,English,USA,PG,4400000.0,2015.0,5.9,224,12,3,3
Ernie Barbarash,29.0,103.0,249.0,2000.0,8691.0,Adventure,Michael Jai White,Falcon Rising ,4952,3089,32.0,English,USA,R,4500000.0,2014.0,5.8,0,20,4,3
Joe Wright,256.0,111.0,456.0,20000.0,34964818.0,Fantasy,Hugh Jackman,Pan ,39975,21404,186.0,English,USA,PG,150000000.0,2015.0,5.8,24000,13,3,3
George A. Romero,274.0,90.0,0.0,648.0,101055.0,Horror,Julian Richings,Survival of the Dead ,17478,1951,159.0,English,USA,R,4000000.0,2009.0,5.0,0,11,4,3
Sofia Coppola,265.0,101.0,0.0,19000.0,44566004.0,Drama,Scarlett Johansson,Lost in Translation ,321283,32015,1848.0,English,USA,R,4000000.0,2003.0,7.8,17000,9,4,4
Woody Allen,154.0,93.0,11000.0,11000.0,39200000.0,Comedy,Woody Allen,Annie Hall ,192940,12691,491.0,English,USA,PG,4000000.0,1977.0,8.1,0,12,3,4
Marc Forster,153.0,112.0,395.0,13000.0,31252964.0,Drama,Heath Ledger,Monster's Ball ,71495,13707,522.0,English,USA,R,4000000.0,2001.0,7.1,0,9,4,3
Henry Hobson,256.0,95.0,9.0,584.0,131175.0,Drama,Joely Richardson,Maggie ,30219,1885,200.0,English,USA,PG-13,8500000.0,2015.0,5.6,22000,9,1,3
Mike Figgis,123.0,111.0,81.0,12000.0,31968347.0,Romance,Nicolas Cage,Leaving Las Vegas ,93894,14823,286.0,English,USA,R,3600000.0,1995.0,7.6,0,3,4,4
Dan O'Bannon,203.0,108.0,228.0,431.0,48468407.52680933,Sci-Fi,Linnea Quigley,The Return of the Living Dead ,39857,2020,300.0,English,USA,R,4000000.0,1985.0,7.3,0,6,4,3
Billy Wilder,34.0,105.0,0.0,597.0,48468407.52680933,Romance,Austin Pendleton,The Front Page ,9007,1218,50.0,English,USA,PG,4000000.0,1974.0,7.3,661,3,3,3
Rob Cohen,149.0,91.0,357.0,3000.0,35385560.0,Thriller,Ryan Guzman,The Boy Next Door ,27198,4807,131.0,English,USA,R,4000000.0,2015.0,4.6,8000,14,4,2
Lisa Cholodenko,323.0,106.0,450.0,14000.0,20803237.0,Drama,Josh Hutcherson,The Kids Are All Right ,110616,18645,291.0,English,USA,R,3500000.0,2010.0,7.1,16000,9,4,3
John Carpenter,172.0,93.0,0.0,355.0,13008928.0,Sci-Fi,Meg Foster,They Live ,73501,837,333.0,English,USA,R,4000000.0,1988.0,7.3,27000,6,4,3
Richard Linklater,548.0,165.0,0.0,230.0,25359200.0,Drama,Ellar Coltrane,Boyhood ,266020,673,836.0,English,USA,R,4000000.0,2014.0,8.0,92000,9,4,4
Tim Burton,230.0,119.0,13000.0,1000.0,180011740.0,Action,Cary-Hiroyuki Tagawa,Planet of the Apes ,177729,2776,1368.0,English,USA,PG-13,100000000.0,2001.0,5.7,0,10,1,3
DJ Pooh,27.0,93.0,69.0,522.0,10097096.0,Comedy,Angell Conwell,The Wash ,5612,955,38.0,English,USA,R,4000000.0,2001.0,4.6,842,12,4,2
DJ Pooh,22.0,82.0,69.0,939.0,9821335.0,Comedy,Mo'Nique,3 Strikes ,1415,3354,10.0,English,USA,R,6000000.0,2000.0,4.0,118,12,4,2
Wayne Kramer,157.0,101.0,47.0,658.0,8243880.0,Crime,Estella Warren,The Cooler ,28714,3086,215.0,English,USA,R,3200000.0,2003.0,7.0,762,16,4,3
Patrick Stettner,125.0,81.0,5.0,49000.0,7825820.0,Mystery,Robin Williams,The Night Listener ,13086,50831,156.0,English,USA,R,4000000.0,2006.0,5.9,576,0,4,3
James Melkonian,10.0,82.0,7.0,584.0,7557877.0,Crime,Vincent Pastore,The Jerky Boys ,2129,1002,37.0,English,USA,R,39752620.43638761,1995.0,4.6,138,16,4,2
Wes Craven,160.0,107.0,0.0,798.0,14637490.0,Mystery,Frank Grillo,My Soul to Take ,16411,2537,136.0,English,USA,R,25000000.0,2010.0,4.8,0,0,4,2
Michael Tiddes,69.0,86.0,89.0,986.0,17314483.0,Comedy,Ashley Rickards,A Haunted House 2 ,14621,4073,48.0,English,USA,R,4000000.0,2014.0,4.7,0,12,4,2
Roger Avary,143.0,110.0,675.0,16000.0,6525762.0,Romance,Ian Somerhalder,The Rules of Attraction ,44339,19928,425.0,English,USA,R,4000000.0,2002.0,6.7,0,3,4,3
Alfred Hitchcock,50.0,127.0,13000.0,204.0,48468407.52680933,Drama,Roscoe Lee Browne,Topaz ,12677,753,89.0,English,USA,M,4000000.0,1969.0,6.3,414,9,2,3
Bob Odenkirk,46.0,90.0,0.0,812.0,4613815.0,Comedy,Dylan Baker,Let's Go to Prison ,19622,1566,58.0,English,USA,R,39752620.43638761,2006.0,6.0,931,12,4,3
Allison Anders,51.0,110.0,99.0,4000.0,4301331.0,Comedy,Salma Hayek,Four Rooms ,78241,7921,177.0,English,USA,R,4000000.0,1995.0,6.7,0,12,4,3
Steven Shainberg,163.0,104.0,30.0,769.0,4046737.0,Drama,Jeremy Davies,Secretary ,67949,2251,390.0,English,USA,R,4000000.0,2002.0,7.1,15000,9,4,3
Rick de Oliveira,52.0,96.0,2.0,960.0,3713002.0,Documentary,Laura Ramsey,The Real Cancun ,3611,972,62.0,English,USA,R,8000000.0,2003.0,2.7,131,2,4,2
Oliver Stone,40.0,110.0,0.0,721.0,3468572.0,Drama,Michael Wincott,Talk Radio ,10073,1966,78.0,English,USA,R,4000000.0,1988.0,7.3,816,9,4,3
Christopher Guest,50.0,84.0,378.0,925.0,2892582.0,Comedy,Catherine O'Hara,Waiting for Guffman ,22697,3559,202.0,English,USA,R,4000000.0,1996.0,7.6,0,12,4,4
Jeff Franklin,45.0,94.0,24.0,834.0,2800000.0,Comedy,Ivana Milicevic,Love Stinks ,4377,2662,85.0,English,USA,R,4000000.0,1999.0,5.8,309,12,4,3
John Dahl,121.0,93.0,131.0,497.0,2426851.0,Comedy,Philip Baker Hall,You Kill Me ,16224,776,76.0,English,USA,R,4000000.0,2007.0,6.5,830,12,4,3
Mike Mills,114.0,96.0,101.0,730.0,1325073.0,Comedy,Kelli Garner,Thumbsucker ,18762,1208,91.0,English,USA,R,4000000.0,2005.0,6.6,708,12,4,3
Kevin Smith,270.0,88.0,0.0,1000.0,48468407.52680933,Crime,Anna Gunn,Red State ,53342,4777,287.0,English,USA,R,4000000.0,2011.0,6.2,16000,16,4,3
Ruggero Deodato,15.0,87.0,101.0,721.0,800000.0,Fantasy,Michael Berryman,The Barbarians ,2308,1700,35.0,English,USA,R,4000000.0,1987.0,4.8,550,13,4,2
Gavin Wiesen,122.0,83.0,19.0,947.0,1429260.0,Drama,Michael Angarano,The Art of Getting By ,45293,2353,71.0,English,USA,PG-13,39752620.43638761,2011.0,6.6,0,9,1,3
Mora Stephens,35.0,103.0,5.0,1000.0,48468407.52680933,Thriller,Ray Winstone,Zipper ,4091,3408,20.0,English,USA,R,4500000.0,2015.0,5.7,987,14,4,3
Mars Callahan,41.0,99.0,60.0,979.0,562059.0,Thriller,Chazz Palminteri,Poolhall Junkies ,8535,3130,113.0,English,USA,R,4000000.0,2002.0,7.0,872,14,4,3
Mike Figgis,31.0,106.0,81.0,2000.0,399793.0,Drama,Kelly Macdonald,The Loss of Sexual Innocence ,2877,4343,70.0,English,USA,R,4000000.0,1999.0,5.4,111,9,4,3
David Gordon Green,232.0,117.0,234.0,12000.0,371897.0,Drama,Nicolas Cage,Joe ,36494,13607,118.0,English,USA,R,4000000.0,2013.0,6.9,11000,9,4,3
Renny Harlin,68.0,102.0,212.0,10000.0,354704.0,Horror,Viggo Mortensen,Prison ,2705,11083,38.0,English,USA,R,1300000.0,1987.0,5.9,314,11,4,3
David Schwimmer,109.0,106.0,0.0,617.0,58214.0,Crime,Noah Emmerich,Trust ,34224,916,137.0,English,USA,R,9500000.0,2010.0,7.0,10000,16,4,3
Barry Levinson,34.0,103.0,272.0,736.0,75078.0,Comedy,Anna Friel,An Everlasting Piece ,1398,1403,26.0,English,USA,R,14000000.0,2000.0,6.3,132,12,4,3
Dan Ireland,19.0,100.0,137.0,4000.0,48468407.52680933,Romance,Salma Hayek,The Velocity of Gary ,1555,5796,40.0,English,USA,R,4000000.0,1998.0,5.0,98,3,4,3
Jim Mickle,215.0,98.0,53.0,530.0,18469.0,Horror,Connor Paolo,Stake Land ,34263,1038,141.0,English,USA,R,650000.0,2010.0,6.5,0,11,4,3
Stephen Kay,12.0,92.0,19.0,18000.0,12836.0,Drama,Keanu Reeves,The Last Time I Committed Suicide ,1686,20135,28.0,English,USA,R,4000000.0,1997.0,5.8,161,9,4,3
Sam Levinson,46.0,119.0,8.0,3000.0,48468407.52680933,Drama,George Kennedy,Another Happy Day ,3297,10984,42.0,English,USA,R,4000000.0,2011.0,6.0,798,9,4,3
Peter H. Hunt,34.0,168.0,0.0,713.0,48468407.52680933,Family,Blythe Danner,1776 ,6303,1541,129.0,English,USA,PG,4000000.0,1972.0,7.6,0,4,3,4
Phil Joanou,39.0,93.0,21.0,763.0,48468407.52680933,Horror,Lily Rabe,The Veil ,4146,2651,29.0,English,USA,R,4000000.0,2016.0,4.7,0,11,4,2
Chris Stokes,14.0,81.0,548.0,166.0,48468407.52680933,Horror,Kristen Quintrall,No Vacancy ,1561,609,21.0,English,USA,R,4000000.0,2012.0,4.2,531,11,4,2
Timur Bekmambetov,1.0,141.0,335.0,11000.0,48468407.52680933,Adventure,Morgan Freeman,Ben-Hur ,67,13391,1.0,English,USA,PG-13,100000000.0,2016.0,6.0,0,20,1,3
Sidney Lumet,161.0,121.0,0.0,3000.0,48468407.52680933,Romance,Robert Duvall,Network ,103493,5987,317.0,English,USA,R,3800000.0,1976.0,8.1,17000,3,4,4
Victor Fleming,157.0,226.0,149.0,503.0,198655278.0,Drama,Hattie McDaniel,Gone with the Wind ,215340,1862,706.0,English,USA,G,3977000.0,1939.0,8.2,16000,9,6,4
Alan Jacobs,1.0,92.0,2.0,881.0,48468407.52680933,Drama,Snoop Dogg,Down for Life ,257,3229,6.0,English,USA,R,39752620.43638761,2009.0,7.3,237,9,4,3
John Schlesinger,88.0,113.0,154.0,183.0,48468407.52680933,Drama,Brenda Vaccaro,Midnight Cowboy ,76616,465,334.0,English,USA,X,3600000.0,1969.0,7.9,0,9,5,4
Jim Abrahams,134.0,88.0,104.0,628.0,83400000.0,Comedy,Peter Graves,Airplane! ,160281,2726,427.0,English,USA,PG,3500000.0,1980.0,7.8,16000,12,3,4
Kevin Carraway,11.0,88.0,2.0,2000.0,48468407.52680933,Action,Michael Jai White,Chain of Command ,801,2886,14.0,English,USA,R,5000000.0,2015.0,3.5,358,10,4,2
F. Gary Gray,20.0,97.0,473.0,826.0,27900000.0,Comedy,Nia Long,Friday ,74626,3455,157.0,English,USA,R,3500000.0,1995.0,7.3,8000,12,4,3
Albert Hughes,28.0,97.0,117.0,851.0,27900000.0,Crime,Jada Pinkett Smith,Menace II Society ,39508,3036,96.0,English,USA,R,3500000.0,1993.0,7.5,0,16,4,4
Michael Gornick,95.0,85.0,10.0,3000.0,14000000.0,Thriller,George Kennedy,Creepshow 2 ,15956,3617,118.0,English,USA,R,3500000.0,1987.0,6.0,1000,14,4,3
Sam Peckinpah,31.0,121.0,541.0,575.0,48468407.52680933,Comedy,Slim Pickens,The Ballad of Cable Hogue ,6350,1970,62.0,English,USA,R,3716946.0,1970.0,7.3,357,12,4,3
Robert Eggers,425.0,92.0,22.0,648.0,25138292.0,Horror,Julian Richings,The Witch ,66483,1122,452.0,English,USA,R,3500000.0,2015.0,6.8,43000,11,4,3
Michael Martin,19.0,93.0,0.0,625.0,10305534.0,Comedy,Joe Estevez,I Got the Hook Up ,1721,987,38.0,English,USA,R,3500000.0,1998.0,3.9,280,12,4,2
Edward Burns,43.0,96.0,0.0,385.0,9449219.0,Romance,John Mahoney,She's the One ,13949,995,98.0,English,USA,R,3500000.0,1996.0,6.1,453,3,4,3
Bill Condon,127.0,105.0,386.0,3000.0,6390032.0,Biography,Brendan Fraser,Gods and Monsters ,24977,4238,229.0,English,USA,R,3500000.0,1998.0,7.5,0,1,4,4
Gideon Raff,33.0,94.0,47.0,430.0,48468407.52680933,Thriller,Gideon Emery,Train ,4790,836,52.0,English,USA,R,39752620.43638761,2008.0,4.8,804,14,4,2
Sam Raimi,252.0,37.0,0.0,634.0,5923044.0,Thriller,Ted Raimi,Evil Dead II ,113451,1347,537.0,English,USA,X,3600000.0,1987.0,7.8,0,14,5,4
Louis C.K.,31.0,81.0,0.0,560.0,3293258.0,Adventure,Wanda Sykes,Pootie Tang ,11399,2238,131.0,English,USA,PG-13,3000000.0,2001.0,5.2,0,20,1,3
Robert Cary,30.0,101.0,0.0,827.0,220234.0,Comedy,Frances Conroy,Ira & Abby ,1950,3574,24.0,English,USA,R,3500000.0,2006.0,6.5,360,12,4,3
Akiva Schaffer,265.0,102.0,82.0,622.0,34350553.0,Action,Will Forte,The Watch ,104072,2486,207.0,English,USA,R,68000000.0,2012.0,5.7,15000,10,4,3
Adam Rapp,50.0,98.0,9.0,11000.0,101228.0,Drama,Zooey Deschanel,Winter Passing ,7228,20009,53.0,English,USA,R,3500000.0,2005.0,6.4,414,9,4,3
Angela Robinson,50.0,91.0,23.0,4000.0,96793.0,Comedy,Jordana Brewster,D.E.B.S. ,12188,6380,135.0,English,USA,PG-13,3500000.0,2004.0,5.3,1000,12,1,3
Avi Nesher,5.0,104.0,6.0,922.0,48468407.52680933,Comedy,Fisher Stevens,Taxman ,372,2406,20.0,English,USA,R,1000000.0,1998.0,5.5,18,12,4,3
Jay Oliva,44.0,148.0,41.0,2000.0,48468407.52680933,Thriller,Michael Emerson,"Batman: The Dark Knight Returns, Part 2 ",30434,5526,55.0,English,USA,PG-13,3500000.0,2013.0,8.4,5000,14,1,4
Mel Brooks,55.0,94.0,0.0,1000.0,48468407.52680933,Comedy,Madeline Kahn,High Anxiety ,15115,2861,102.0,English,USA,PG,3400000.0,1977.0,6.7,0,12,3,3
J.C. Chandor,290.0,107.0,78.0,18000.0,5354039.0,Thriller,Kevin Spacey,Margin Call ,92599,22834,225.0,English,USA,R,3500000.0,2011.0,7.1,21000,14,4,3
Clark Gregg,159.0,92.0,0.0,1000.0,2926565.0,Drama,Anjelica Huston,Choke ,28573,3608,72.0,English,USA,R,3000000.0,2008.0,6.5,0,9,4,3
Damien Chazelle,535.0,107.0,141.0,24000.0,13092000.0,Music,J.K. Simmons,Whiplash ,399138,26495,731.0,English,USA,R,3300000.0,2014.0,8.5,129000,5,4,4
Nathan Frankowski,17.0,102.0,19.0,632.0,48468407.52680933,Music,Corbin Bleu,Day One ,2116,1011,13.0,English,USA,PG-13,3400000.0,2012.0,6.6,0,5,1,3
Karen Moncrieff,85.0,93.0,22.0,11000.0,17311.0,Mystery,James Franco,The Dead Girl ,12304,11860,73.0,English,USA,R,39752620.43638761,2006.0,6.7,799,0,4,3
Bob Clark,109.0,94.0,84.0,662.0,48468407.52680933,Family,Zack Ward,A Christmas Story ,104908,2076,458.0,English,USA,PG,4000000.0,1983.0,8.1,18000,4,3,4
Alejandro Monteverde,60.0,91.0,38.0,625.0,8108247.0,Drama,Armando Riesco,Bella ,9607,2747,174.0,English,USA,PG-13,3300000.0,2006.0,7.4,0,9,1,3
Eric Styles,16.0,92.0,4.0,631.0,7680.0,Romance,Samantha Morton,Dreaming of Joseph Lees ,704,2020,18.0,English,USA,R,2000000.0,1999.0,6.4,100,3,4,3
Roman Polanski,215.0,136.0,2000.0,917.0,48468407.52680933,Drama,John Cassavetes,Rosemary's Baby ,140527,2997,447.0,English,USA,R,2300000.0,1968.0,8.0,13000,9,4,4
Max Mayer,122.0,99.0,6.0,828.0,2277396.0,Romance,Peter Gallagher,Adam ,29239,1936,70.0,English,USA,PG-13,39752620.43638761,2009.0,7.2,0,3,1,3
Mike Mills,261.0,105.0,101.0,1000.0,5776314.0,Comedy,Goran Visnjic,Beginners ,73349,2016,142.0,English,USA,R,3200000.0,2010.0,7.2,15000,12,4,3
John Gulager,130.0,95.0,38.0,164000.0,48468407.52680933,Thriller,Krista Allen,Feast ,25542,170118,252.0,English,USA,R,3200000.0,2005.0,6.4,0,14,4,3
John Landis,94.0,109.0,644.0,1000.0,141600000.0,Comedy,John Belushi,Animal House ,90177,3468,257.0,English,USA,R,3000000.0,1978.0,7.6,0,12,4,4
Frank Capra,206.0,118.0,964.0,488.0,48468407.52680933,Fantasy,Donna Reed,It's a Wonderful Life ,275720,1844,706.0,English,USA,PG,3180000.0,1946.0,8.6,41000,13,3,4
Spike Lee,53.0,115.0,0.0,1000.0,38168022.0,Comedy,Bernie Mac,The Original Kings of Comedy ,4687,1964,83.0,English,USA,R,3000000.0,2000.0,6.6,290,12,4,3
Tod Williams,264.0,98.0,21.0,438.0,84749884.0,Horror,Sprague Grayden,Paranormal Activity 2 ,82133,1081,359.0,English,USA,R,3000000.0,2010.0,5.7,14000,11,4,3
Jack Sholder,138.0,87.0,28.0,426.0,30000000.0,Horror,Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge ,43485,1472,327.0,English,USA,R,2200000.0,1985.0,5.4,0,11,4,3
James DeMonaco,361.0,85.0,65.0,942.0,64423650.0,Sci-Fi,Rhys Wakefield,The Purge ,139329,3708,578.0,English,USA,R,3000000.0,2013.0,5.7,31000,6,4,3
Scott Derrickson,411.0,110.0,301.0,1000.0,48056940.0,Horror,Danielle Kotch,Sinister ,155153,2239,524.0,English,USA,R,3000000.0,2012.0,6.8,58000,11,4,3
David Raynr,24.0,113.0,9.0,71.0,19184015.0,Documentary,Nancy O'Dell,Martin Lawrence Live: Runteldat ,1466,159,35.0,English,USA,R,3000000.0,2002.0,5.4,63,2,4,3
Ted Post,78.0,95.0,57.0,220.0,48468407.52680933,Adventure,Linda Harrison,Beneath the Planet of the Apes ,32378,1186,150.0,English,USA,G,3000000.0,1970.0,6.1,0,20,6,3
Charles Martin Smith,35.0,98.0,188.0,2000.0,24629916.0,Drama,Kevin Zegers,Air Bud ,12942,4277,34.0,English,USA,PG,3000000.0,1997.0,5.1,902,9,3,3
Tom McLoughlin,158.0,86.0,41.0,956.0,19472057.0,Horror,Tony Goldwyn,Jason Lives: Friday the 13th Part VI ,25332,1862,307.0,English,USA,R,3000000.0,1986.0,5.9,0,11,4,3
Patrick Read Johnson,16.0,100.0,32.0,610.0,15369573.0,Comedy,Ariana Richards,Spaced Invaders ,2580,1441,54.0,English,USA,PG,3000000.0,1990.0,5.3,710,12,3,3
Alfred Hitchcock,67.0,120.0,13000.0,897.0,48468407.52680933,Comedy,Ed Lauter,Family Plot ,15293,2811,111.0,English,USA,PG,4490375.0,1976.0,6.8,609,12,3,3
Adam Marcus,112.0,91.0,18.0,935.0,15935068.0,Fantasy,Kane Hodder,Jason Goes to Hell: The Final Friday ,19331,2899,317.0,English,USA,R,2500000.0,1993.0,4.3,949,13,4,2
Michel Gondry,114.0,100.0,1000.0,989.0,11694528.0,Comedy,Common,Dave Chappelle's Block Party ,7721,2165,72.0,English,USA,R,3000000.0,2005.0,7.2,635,12,4,3
Michael Schultz,7.0,97.0,78.0,685.0,48468407.52680933,Drama,Blair Underwood,Krush Groove ,1361,1163,16.0,English,USA,R,3000000.0,1985.0,6.6,889,9,4,3
Benny Boom,49.0,84.0,23.0,1000.0,10017041.0,Action,Omari Hardwick,Next Day Air ,8265,4815,20.0,English,USA,R,3000000.0,2009.0,5.9,545,10,4,3
David Raynr,16.0,94.0,9.0,927.0,9016377.0,Comedy,Donald Faison,Trippin' ,1004,1936,8.0,English,USA,R,39752620.43638761,1999.0,5.2,143,12,4,3
Nnegest Likké,37.0,99.0,18.0,939.0,7059537.0,Comedy,Mo'Nique,Phat Girlz ,8279,2321,101.0,English,USA,PG-13,3000000.0,2006.0,3.0,837,12,1,2
Richard Linklater,405.0,109.0,0.0,140.0,8114507.0,Drama,Seamus Davey-Fitzpatrick,Before Midnight ,95362,328,270.0,English,USA,R,3000000.0,2013.0,7.9,62000,9,4,4
Christopher Leitch,29.0,95.0,4.0,641.0,7888703.0,Fantasy,John Astin,Teen Wolf Too ,8465,1389,65.0,English,USA,PG,3000000.0,1987.0,3.2,491,13,3,2
Don Coscarelli,81.0,97.0,152.0,674.0,7282851.0,Action,Angus Scrimm,Phantasm II ,9502,1395,100.0,English,USA,R,3000000.0,1988.0,6.5,812,10,4,3
